PAY_0: ['-2'],PAY_0: ['0'],PAY_0: ['2' '3+'],PAY_3: ['-1'],PAY_3: ['2' '3+'],PAY_5: ['2' '3+'],"LIMIT_BAL_YEO: (-inf, 61.79)","LIMIT_BAL_YEO: [111.07, inf)","LIMIT_BAL_YEO: [89.11, 111.07)","AGE_LOGC: [4.21, inf)","BILL_AMT1_POW: [19.77, 185.81)","BILL_AMT1_POW: [390.34, inf)","PAY_AMT1_LOGC: (-inf, 3.11)","PAY_AMT1_LOGC: [8.42, 9.78)","PAY_AMT1_LOGC: [9.78, inf)","PAY_AMT2_POW: [9.54, 44.73)","PAY_AMT3_LOGC: (-inf, 2.35)",alvo,quebra,probas,score,safras,ID,GH
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,DES,0.1812067481943651,818,202101,4994,A
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,DES,0.2332625929872999,766,202107,4995,A
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,DES,0.2775104043939069,722,202108,4996,B
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,DES,0.4326074056880302,567,202112,4997,D
0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,DES,0.40857428989412486,591,202112,4998,C
1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,DES,0.13903679478455352,861,202109,4999,A
0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,DES,0.20296841785004127,797,202102,5000,A
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,DES,0.9640339271481976,36,202102,5001,E
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,DES,0.2183828373651599,781,202112,5002,A
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,DES,0.6408525599297256,359,202103,5003,E
0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,DES,0.8477557540687541,153,202109,5004,E
0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,DES,0.45606616333388666,544,202103,5005,D
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,DES,0.6291902791934403,371,202101,5006,E
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,DES,0.40578736180366204,594,202111,5007,C
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DES,0.27922766268857097,721,202109,5008,B
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,DES,0.5835546208692391,417,202101,5009,D
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DES,0.3771500136771918,623,202110,5010,C
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DES,0.3771634932376093,623,202112,5011,C
0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,DES,0.257459576081561,742,202112,5012,A
0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,DES,0.8700042619220416,130,202105,5013,E
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,DES,0.40385171999551944,596,202103,5014,C
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,DES,0.43326857404541186,567,202103,5015,D
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,DES,0.6658008491344914,334,202101,5016,E
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,DES,0.5206957454312822,479,202105,5017,D
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,DES,0.40385171999551944,596,202110,5018,C
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,DES,0.3601272557439492,640,202101,5019,C
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,DES,0.2736019323016018,726,202105,5020,B
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DES,0.2198553862956924,780,202101,5021,A
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DES,0.3556279474467265,644,202109,5022,C
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,DES,0.26233410909805716,737,202107,5023,A
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,DES,0.7355578156537371,265,202110,5024,E
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,DES,0.31677522140058756,683,202111,5025,B
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,DES,0.4326074056880302,567,202104,5026,D
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,DES,0.25701149367186665,743,202101,5027,A
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,DES,0.4960126955562434,504,202112,5028,D
1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,DES,0.31694956901822163,683,202109,5029,B
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,DES,0.1812067481943651,818,202103,5030,A
1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,DES,0.13453444624765937,865,202112,5031,A
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.2736019323016018,726,202110,5032,B
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,DES,0.8858412916533567,115,202107,5033,E
0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,DES,0.3870833197038016,613,202108,5034,C
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,DES,0.4990681380662416,501,202111,5035,D
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,DES,0.4326074056880302,567,202106,5036,D
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,DES,0.24603831278981242,754,202104,5037,A
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,DES,0.3284594688488218,671,202103,5038,C
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,DES,0.4263752151344482,574,202107,5039,C
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202106,5040,B
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,DES,0.5213312889019955,479,202103,5041,D
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202104,5042,B
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,DES,0.5210909942219951,479,202107,5043,D
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202104,5044,B
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,DES,0.438082164773505,562,202106,5045,D
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202108,5046,B
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,DES,0.4106555021934511,589,202102,5047,C
0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,DES,0.905023270381636,95,202109,5048,E
0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,DES,0.16693743035104738,833,202101,5049,A
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,DES,0.3083281883372258,691,202101,5050,B
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,DES,0.28635016338880626,713,202101,5051,B
0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,DES,0.9704327713755402,30,202109,5052,E
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,DES,0.31677522140058756,683,202104,5053,B
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,DES,0.8235071021263173,177,202106,5054,E
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DES,0.3771634932376093,623,202109,5055,C
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,DES,0.28737341651748327,712,202110,5056,B
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202106,5057,B
0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,DES,0.20287583614947388,797,202110,5058,A
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,DES,0.25441110454241933,745,202107,5059,A
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,DES,0.5072038016798015,493,202107,5060,D
0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,DES,0.1516460687124879,848,202105,5061,A
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,DES,0.4263752151344482,574,202106,5062,C
0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,DES,0.2116345405544611,788,202107,5063,A
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.9495601870187687,51,202112,5064,E
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,DES,0.5740416095058062,426,202112,5065,D
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.4284673574970773,571,202108,5066,C
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,DES,0.6408525599297256,359,202110,5067,E
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,DES,0.9495601870187687,51,202104,5068,E
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,DES,0.4106555021934511,589,202108,5069,C
0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,DES,0.8285696005824751,172,202101,5070,E
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,DES,0.8628091386314924,138,202105,5071,E
0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,DES,0.15749553496991306,842,202109,5072,A
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DES,0.3771634932376093,623,202102,5073,C
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,DES,0.5835546208692391,417,202105,5074,D
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,DES,0.24487040976273292,755,202103,5075,A
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,DES,0.2624193321920972,737,202102,5076,A
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,DES,0.46298524811058367,537,202109,5077,D
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DES,0.2198553862956924,780,202109,5078,A
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DES,0.2198553862956924,780,202112,5079,A
0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,DES,0.8285696005824751,172,202112,5080,E
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DES,0.42231079961917223,578,202109,5081,C
0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,DES,0.6172121316513763,383,202109,5082,E
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,DES,0.4326074056880302,567,202111,5083,D
0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,DES,0.8110820393343344,189,202105,5084,E
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,DES,0.2522312965391702,748,202108,5085,A
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,DES,0.6026653710886614,397,202111,5086,E
0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,DES,0.6255695835600196,375,202106,5087,E
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,DES,0.438082164773505,562,202104,5088,D
0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,DES,0.5421909981612955,458,202102,5089,D
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,DES,0.31677522140058756,683,202102,5090,B
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,DES,0.6095070988362477,391,202107,5091,E
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DES,0.556195107818859,444,202111,5092,D
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,DES,0.32228535762753147,678,202107,5093,B
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.2736019323016018,726,202108,5094,B
0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,DES,0.2884143787619244,711,202111,5095,B
1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,DES,0.3863917871076427,613,202102,5096,C
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,DES,0.4326074056880302,567,202107,5097,D
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,DES,0.4326074056880302,567,202104,5098,D
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,DES,0.43326857404541186,567,202106,5099,D
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DES,0.5163005363025029,484,202108,5100,D
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,DES,0.4960126955562434,504,202105,5101,D
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,DES,0.3284594688488218,671,202108,5102,C
0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,DES,0.9170899333122873,83,202106,5103,E
0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,DES,0.1516460687124879,848,202104,5104,A
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.2736019323016018,726,202110,5105,B
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,DES,0.41051697990459773,589,202107,5106,C
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,DES,0.3751439732768111,625,202105,5107,C
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,DES,0.6633760882964925,337,202105,5108,E
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,DES,0.9143239280335139,86,202112,5109,E
0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,DES,0.6227731225011435,377,202105,5110,E
1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,DES,0.20921259244806922,790,202108,5111,A
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DES,0.2198553862956924,780,202102,5112,A
0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,DES,0.8127668751770477,188,202103,5113,E
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,DES,0.6774986646795372,323,202104,5114,E
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,DES,0.4960126955562434,504,202104,5115,D
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,DES,0.43326857404541186,567,202103,5116,D
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,DES,0.7355578156537371,265,202102,5117,E
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,DES,0.7355578156537371,265,202106,5118,E
0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,DES,0.20296841785004127,797,202102,5119,A
0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,DES,0.6287295431796773,371,202108,5120,E
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,DES,0.4673286742932135,533,202110,5121,D
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,DES,0.32227282453933326,678,202102,5122,B
0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,DES,0.5420489151647216,458,202107,5123,D
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,DES,0.30236210815739234,697,202107,5124,B
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,DES,0.6719709356505985,328,202109,5125,E
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,DES,0.5835546208692391,417,202109,5126,D
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202112,5127,B
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DES,0.42780798513170865,572,202110,5128,C
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,DES,0.14284021180631648,857,202109,5129,A
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,DES,0.3601272557439492,640,202104,5130,C
0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,DES,0.5555643995715873,444,202109,5131,D
0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,DES,0.8782745708858642,122,202111,5132,E
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,DES,0.3299906233823446,670,202105,5133,C
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,DES,0.3284594688488218,671,202104,5134,C
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,DES,0.6408525599297256,359,202109,5135,E
0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,DES,0.30297345575502993,697,202102,5136,B
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.8161293346039216,184,202101,5137,E
0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,DES,0.5491642016791047,451,202106,5138,D
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,DES,0.41556210139749417,584,202103,5139,C
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,DES,0.46231572480839306,538,202104,5140,D
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DES,0.3771634932376093,623,202106,5141,C
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,DES,0.3284594688488218,671,202103,5142,C
0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,DES,0.970511589544655,30,202103,5143,E
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,DES,0.1812067481943651,818,202108,5144,A
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,DES,0.5835546208692391,417,202106,5145,D
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DES,0.5332996645899132,467,202107,5146,D
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,DES,0.42358308743230366,576,202103,5147,C
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,DES,0.3421517948860287,658,202104,5148,C
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,DES,0.31677522140058756,683,202109,5149,B
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,DES,0.37122904599164325,629,202101,5150,C
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,DES,0.5835546208692391,417,202101,5151,D
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,DES,0.6334736070228418,367,202105,5152,E
0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,DES,0.34790009907741,652,202103,5153,C
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,DES,0.31586768279364125,684,202102,5154,B
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,DES,0.6408525599297256,359,202112,5155,E
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,DES,0.4106555021934511,589,202105,5156,C
0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,DES,0.4330321492704921,567,202111,5157,D
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.23779762270469507,762,202109,5158,A
0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,DES,0.9830094838896938,17,202107,5159,E
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,DES,0.4106555021934511,589,202106,5160,C
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,DES,0.2332625929872999,766,202106,5161,A
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202112,5162,B
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,DES,0.4624944194718065,537,202101,5163,D
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DES,0.14200011482625335,858,202107,5164,A
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,DES,0.3093863145533914,690,202112,5165,B
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.2736019323016018,726,202105,5166,B
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,DES,0.24487040976273292,755,202105,5167,A
0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,DES,0.8441547722523581,156,202112,5168,E
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,DES,0.6658008491344914,334,202104,5169,E
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,DES,0.3004978700286092,699,202106,5170,B
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DES,0.3771634932376093,623,202104,5171,C
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,DES,0.2231457311987396,777,202105,5172,A
0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,DES,0.5015582392161693,498,202105,5173,D
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.2736019323016018,726,202111,5174,B
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,DES,0.5835546208692391,417,202107,5175,D
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,DES,0.2183828373651599,781,202107,5176,A
0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,DES,0.8903390206704307,110,202109,5177,E
0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,DES,0.257459576081561,742,202112,5178,A
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DES,0.3771634932376093,623,202103,5179,C
0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,DES,0.8156643655071546,185,202112,5180,E
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DES,0.2429333654236848,757,202103,5181,A
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,DES,0.46231572480839306,538,202103,5182,D
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,DES,0.486019895820669,514,202109,5183,D
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,DES,0.39010049528655794,610,202111,5184,C
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DES,0.27922766268857097,721,202101,5185,B
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,DES,0.32228535762753147,678,202102,5186,B
0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,DES,0.692145667638601,308,202103,5187,E
0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,DES,0.2623230049914483,737,202108,5188,A
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DES,0.27922766268857097,721,202104,5189,B
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DES,0.2198553862956924,780,202102,5190,A
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,DES,0.5903737812226798,410,202109,5191,D
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,DES,0.3498672754416498,650,202110,5192,C
0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,DES,0.8654220537090296,135,202105,5193,E
0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,DES,0.21133342210691278,788,202109,5194,A
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,DES,0.5964507684830573,404,202105,5195,D
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,DES,0.435849544538146,564,202112,5196,D
0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,DES,0.9691857429127414,31,202106,5197,E
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,DES,0.7561309922749129,244,202104,5198,E
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,DES,0.31677522140058756,683,202112,5199,B
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.5158074755661199,484,202112,5200,D
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,DES,0.4326074056880302,567,202112,5201,D
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,DES,0.5206957454312822,479,202105,5202,D
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,DES,0.2775104043939069,722,202101,5203,B
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,DES,0.5229609652794007,477,202104,5204,D
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,DES,0.4263752151344482,574,202110,5205,C
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,DES,0.3284594688488218,671,202109,5206,C
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,DES,0.673401897322577,327,202103,5207,E
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,DES,0.24911255868042348,751,202104,5208,A
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DES,0.8161293346039216,184,202105,5209,E
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DES,0.31372547947803986,686,202108,5210,B
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,DES,0.46231572480839306,538,202104,5211,D
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,DES,0.1812067481943651,818,202107,5212,A
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,DES,0.5206957454312822,479,202110,5213,D
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,DES,0.3284594688488218,671,202111,5214,C
0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,DES,0.34790009907741,652,202111,5215,C
0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,DES,0.9790492565734003,21,202110,5216,E
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,DES,0.22323202566170394,776,202110,5217,A
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,DES,0.24487040976273292,755,202110,5218,A
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202103,5219,B
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,DES,0.4252130194241434,575,202107,5220,C
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DES,0.8161293346039216,184,202104,5221,E
0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,DES,0.19382432656249773,806,202101,5222,A
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DES,0.40578736180366204,594,202102,5223,C
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,DES,0.6026653710886614,397,202105,5224,E
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.7933337838439226,207,202106,5225,E
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,DES,0.43326857404541186,567,202112,5226,D
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,DES,0.17508855978798638,825,202106,5227,A
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.4284673574970773,571,202108,5228,C
